draw,ng_cost,h2_end_cost,ccs_end_cost,h2_start_year,scrap_regime,grid_ef_scenario,avg_emi_target,status,obj,lifetime_avg_cost,levelized_avg_cost,lifetime_avg_emis,capture_per_t,cost_2050,emis_2050,f_bof_2050,f_eaf_2050,f_scrap_2050,f_coal_2050,f_ng_2050,f_h2_2050,solve_s
13,5.0,1145.8333333333333,34.09090909090909,2035,modest,moderate_re,1.8,solved,1910560267837.3618,562.1632899192994,542.1668260990662,1.801,0.20041017079652768,583.8082867039519,1.4470846034947307,0.5852251541956855,0.25020066102753097,0.16457418477678326,0.07652627087072456,0.05910531818189257,0.08954900587216075,0.411
14,5.0,1145.8333333333333,43.18181818181819,2035,modest,moderate_re,1.8,solved,1914696415282.177,562.8853964736226,543.3405561143834,1.8010000000000004,0.19063655958037334,582.3102662366293,1.4568573952621444,0.5878396809648583,0.24758613425835854,0.16457418477678326,0.0741731967784693,0.05910531818189257,0.08954900587216075,0.287
15,5.0,1145.8333333333333,52.27272727272727,2035,modest,moderate_re,1.8,solved,1918234973578.3645,562.243835078614,544.3447060240757,1.8010000000000002,0.17968267872268975,578.7992079155572,1.4884737325196344,0.5939964730538715,0.24142934216934533,0.16457418477678326,0.06863208389835745,0.05910531818189257,0.08954900587216075,0.468
16,5.0,1145.8333333333333,61.36363636363637,2035,modest,moderate_re,1.8,solved,1921440889245.7024,561.6945992914269,545.254460692045,1.8010000000000004,0.16310271371130572,577.1759843762273,1.499629042486239,0.6013137288975894,0.23411208632562722,0.16457418477678326,0.06204655363901122,0.05910531818189257,0.08954900587216075,0.452
17,5.0,1145.8333333333333,70.45454545454547,2035,modest,moderate_re,1.8,solved,1924148408965.212,561.6925463401151,546.0227836796201,1.8010000000000002,0.15967042546967247,579.4583684198617,1.5073717728172285,0.6128269958381729,0.22259881938504386,0.16457418477678326,0.05168461339248615,0.05910531818189257,0.08954900587216075,1.007
18,5.0,1145.8333333333333,79.54545454545455,2035,modest,moderate_re,1.8,solved,1926335906466.36,559.4063626848498,546.6435380192042,1.8010000000000006,0.13305008445066943,576.6505740167657,1.5226021320899177,0.6235775116515584,0.21184830357165813,0.16457418477678326,0.04200914916043903,0.05910531818189257,0.08954900587216075,0.502
19,5.0,1145.8333333333333,88.63636363636364,2035,modest,moderate_re,1.8,solved,1928290672100.4075,559.5419909320708,547.1982491672482,1.8010000000000002,0.13379642269675754,575.7559761285652,1.5306786790629936,0.6235775116515584,0.21184830357165813,0.16457418477678326,0.04200914916043903,0.05910531818189257,0.08954900587216075,0.37
20,5.0,1145.8333333333333,97.72727272727273,2035,modest,moderate_re,1.8,solved,1930217619415.5093,560.1846814852565,547.7450662069804,1.8010000000000006,0.13338625381550478,576.0499759215761,1.530842801951981,0.623764325557399,0.21166148966581783,0.16457418477678326,0.041841016645182735,0.05910531818189257,0.08954900587216075,0.413
21,5.0,1145.8333333333333,106.81818181818183,2035,modest,moderate_re,1.8,solved,1932087317788.7566,559.7329202678455,548.2756375005692,1.8010000000000002,0.13030979206610985,574.8607900724054,1.5401796314284095,0.623764325557399,0.21166148966581783,0.16457418477678326,0.041841016645182735,0.05910531818189257,0.08954900587216075,0.644
22,5.0,1145.8333333333333,115.90909090909092,2035,modest,moderate_re,1.8,solved,1933773935018.5034,559.8539378333919,548.7542551739762,1.8009999999999997,0.12622920967194995,576.9528300727993,1.5434238330589167,0.623764325557399,0.21166148966581783,0.16457418477678326,0.041841016645182735,0.05910531818189257,0.08954900587216075,0.268
23,5.0,1145.8333333333333,125.0,2035,modest,moderate_re,1.8,solved,1935433140472.4294,560.229900161342,549.2250941053329,1.801,0.12460118261717462,577.088815706519,1.5438256299673918,0.6245937128410959,0.21083210238212086,0.16457418477678326,0.04109456808985539,0.05910531818189257,0.08954900587216075,0.392
